职位,发布日期,工资,公司,职位描述
Power/Performance/Thermal测试工程师,12-19发布,1-2万/月,中科创达软件股份有限公司,职能类别：软件测试工程师,职能类别：软件测试工程师,1.负责公司相关软硬件产品、模块的测试工作，包括但不限于接口测试、性能测试、安全测试、自动化测,职能类别：软件测试工程师,1.负责公司相关软硬件产品、模块的测试工作，包括但不限于接口测试、性能测试、安全测试、自动化测,试；,职能类别：软件测试工程师,1.负责公司相关软硬件产品、模块的测试工作，包括但不限于接口测试、性能测试、安全测试、自动化测,试；,2.负责制定产品、模块的测试方案并评估风险、用例设计评审、缺陷跟踪和质量分析；,职能类别：软件测试工程师,1.负责公司相关软硬件产品、模块的测试工作，包括但不限于接口测试、性能测试、安全测试、自动化测,试；,2.负责制定产品、模块的测试方案并评估风险、用例设计评审、缺陷跟踪和质量分析；,3.能独立执行项目测试，包括但不限于性能、可靠性、网络策略、音质、画质等方面；,职能类别：软件测试工程师,1.负责公司相关软硬件产品、模块的测试工作，包括但不限于接口测试、性能测试、安全测试、自动化测,试；,2.负责制定产品、模块的测试方案并评估风险、用例设计评审、缺陷跟踪和质量分析；,3.能独立执行项目测试，包括但不限于性能、可靠性、网络策略、音质、画质等方面；,4.在项目中保持与项目经理、产品经理、开发人员的积极有效沟通，快速推动问题解决；,职能类别：软件测试工程师,1.负责公司相关软硬件产品、模块的测试工作，包括但不限于接口测试、性能测试、安全测试、自动化测,试；,2.负责制定产品、模块的测试方案并评估风险、用例设计评审、缺陷跟踪和质量分析；,3.能独立执行项目测试，包括但不限于性能、可靠性、网络策略、音质、画质等方面；,4.在项目中保持与项目经理、产品经理、开发人员的积极有效沟通，快速推动问题解决；,,职能类别：软件测试工程师,1.负责公司相关软硬件产品、模块的测试工作，包括但不限于接口测试、性能测试、安全测试、自动化测,试；,2.负责制定产品、模块的测试方案并评估风险、用例设计评审、缺陷跟踪和质量分析；,3.能独立执行项目测试，包括但不限于性能、可靠性、网络策略、音质、画质等方面；,4.在项目中保持与项目经理、产品经理、开发人员的积极有效沟通，快速推动问题解决；,,岗位要求:,职能类别：软件测试工程师,1.负责公司相关软硬件产品、模块的测试工作，包括但不限于接口测试、性能测试、安全测试、自动化测,试；,2.负责制定产品、模块的测试方案并评估风险、用例设计评审、缺陷跟踪和质量分析；,3.能独立执行项目测试，包括但不限于性能、可靠性、网络策略、音质、画质等方面；,4.在项目中保持与项目经理、产品经理、开发人员的积极有效沟通，快速推动问题解决；,,岗位要求:,1.计算机相关专业本科以上学历。2年以上测试经验；；,职能类别：软件测试工程师,1.负责公司相关软硬件产品、模块的测试工作，包括但不限于接口测试、性能测试、安全测试、自动化测,试；,2.负责制定产品、模块的测试方案并评估风险、用例设计评审、缺陷跟踪和质量分析；,3.能独立执行项目测试，包括但不限于性能、可靠性、网络策略、音质、画质等方面；,4.在项目中保持与项目经理、产品经理、开发人员的积极有效沟通，快速推动问题解决；,,岗位要求:,1.计算机相关专业本科以上学历。2年以上测试经验；；,2.熟练掌握Python、.Net、Java、C/C++编程语言之一；,职能类别：软件测试工程师,1.负责公司相关软硬件产品、模块的测试工作，包括但不限于接口测试、性能测试、安全测试、自动化测,试；,2.负责制定产品、模块的测试方案并评估风险、用例设计评审、缺陷跟踪和质量分析；,3.能独立执行项目测试，包括但不限于性能、可靠性、网络策略、音质、画质等方面；,4.在项目中保持与项目经理、产品经理、开发人员的积极有效沟通，快速推动问题解决；,,岗位要求:,1.计算机相关专业本科以上学历。2年以上测试经验；；,2.熟练掌握Python、.Net、Java、C/C++编程语言之一；,3.熟练使用关系型数据库，如Mysql、SqlServer；,职能类别：软件测试工程师,1.负责公司相关软硬件产品、模块的测试工作，包括但不限于接口测试、性能测试、安全测试、自动化测,试；,2.负责制定产品、模块的测试方案并评估风险、用例设计评审、缺陷跟踪和质量分析；,3.能独立执行项目测试，包括但不限于性能、可靠性、网络策略、音质、画质等方面；,4.在项目中保持与项目经理、产品经理、开发人员的积极有效沟通，快速推动问题解决；,,岗位要求:,1.计算机相关专业本科以上学历。2年以上测试经验；；,2.熟练掌握Python、.Net、Java、C/C++编程语言之一；,3.熟练使用关系型数据库，如Mysql、SqlServer；,4.熟悉网络、视觉算法、音频、视频相关知识；,职能类别：软件测试工程师,1.负责公司相关软硬件产品、模块的测试工作，包括但不限于接口测试、性能测试、安全测试、自动化测,试；,2.负责制定产品、模块的测试方案并评估风险、用例设计评审、缺陷跟踪和质量分析；,3.能独立执行项目测试，包括但不限于性能、可靠性、网络策略、音质、画质等方面；,4.在项目中保持与项目经理、产品经理、开发人员的积极有效沟通，快速推动问题解决；,,岗位要求:,1.计算机相关专业本科以上学历。2年以上测试经验；；,2.熟练掌握Python、.Net、Java、C/C++编程语言之一；,3.熟练使用关系型数据库，如Mysql、SqlServer；,4.熟悉网络、视觉算法、音频、视频相关知识；,5.具备自动化测试经验优先,职能类别：软件测试工程师,1.负责公司相关软硬件产品、模块的测试工作，包括但不限于接口测试、性能测试、安全测试、自动化测,试；,2.负责制定产品、模块的测试方案并评估风险、用例设计评审、缺陷跟踪和质量分析；,3.能独立执行项目测试，包括但不限于性能、可靠性、网络策略、音质、画质等方面；,4.在项目中保持与项目经理、产品经理、开发人员的积极有效沟通，快速推动问题解决；,,岗位要求:,1.计算机相关专业本科以上学历。2年以上测试经验；；,2.熟练掌握Python、.Net、Java、C/C++编程语言之一；,3.熟练使用关系型数据库，如Mysql、SqlServer；,4.熟悉网络、视觉算法、音频、视频相关知识；,5.具备自动化测试经验优先,职能类别：测试工程师,职能类别：软件测试工程师,1.负责公司相关软硬件产品、模块的测试工作，包括但不限于接口测试、性能测试、安全测试、自动化测,试；,2.负责制定产品、模块的测试方案并评估风险、用例设计评审、缺陷跟踪和质量分析；,3.能独立执行项目测试，包括但不限于性能、可靠性、网络策略、音质、画质等方面；,4.在项目中保持与项目经理、产品经理、开发人员的积极有效沟通，快速推动问题解决；,,岗位要求:,1.计算机相关专业本科以上学历。2年以上测试经验；；,2.熟练掌握Python、.Net、Java、C/C++编程语言之一；,3.熟练使用关系型数据库，如Mysql、SqlServer；,4.熟悉网络、视觉算法、音频、视频相关知识；,5.具备自动化测试经验优先,职能类别：测试工程师,关键字：检测Python.NetJavaCC++
